experience_years,customer_rating,trip_frequency,earning_history,on_time_arrival_rate,driving_behaviour_score,cancellation_rate,transaction_pattern_Digital,transaction_pattern_Mixed,gender_Male,gender_Other,region_Semi-Urban,region_Urban,age_group_26-35,age_group_36-45,age_group_46-60,age_group_60+
18,4.640000000000001,306,85966.01,90.73,72.78,-5.3,False,True,True,False,True,False,True,False,False,False
6,5.03,428,50761.11,92.3,78.25,3.9699999999999998,False,True,True,False,False,True,False,True,False,False
11,4.915,495,46842.52,89.53,83.18,-2.46,True,False,False,False,False,True,True,False,False,False
12,4.58,225,50965.62,88.96,93.66,0.04999999999999982,True,False,True,False,False,True,True,False,False,False
12,4.55,299,74546.26999999999,93.99,75.07,-2.12,True,False,True,False,True,False,False,True,False,False
13,4.285,364,52247.08,86.91,74.84,-1.6900000000000004,False,True,True,False,True,False,True,False,False,False
14,4.409999999999999,155,64747.0,87.19,91.91,-0.11000000000000032,True,False,False,False,True,False,False,True,False,False
1,4.095000000000001,357,68708.96,95.5,77.61,5.14,True,False,False,False,False,True,False,False,True,False
5,4.445,487,56661.85,85.76,82.92,3.67,False,False,True,False,False,True,False,False,True,False
8,5.2,196,28765.56,91.49,77.23,-0.8999999999999999,False,False,True,False,True,False,False,False,False,False
14,4.63,420,72549.09,86.07,80.71,1.2899999999999991,False,False,True,False,True,False,True,False,False,False
19,4.795,446,88074.44,88.11,89.45,-5.62,False,False,True,False,True,False,False,True,False,False
15,4.655,245,44161.96,97.31,97.93,-3.01,False,True,True,False,False,True,False,True,False,False
1,4.705,284,33731.15,89.81,62.74,4.63,False,True,False,False,True,False,True,False,False,False
2,4.04,418,49717.98,85.35,79.29,2.19,False,False,True,False,True,False,False,True,False,False
19,4.574999999999999,459,85401.24,90.27,75.27,-6.66,False,True,False,False,True,False,False,True,False,False
20,5.44,133,60145.6,100.0,74.63,-6.45,False,True,True,False,False,False,False,False,False,False
7,4.785,355,37651.54,100.0,72.11,1.0700000000000003,True,False,True,False,False,False,False,False,True,False
7,4.745,398,32630.8,91.59,68.12,3.04,False,False,True,False,True,False,True,False,False,False
20,5.36,409,67811.93,92.55,68.36,-6.9399999999999995,True,False,True,False,False,True,False,False,True,False
6,4.67,218,64808.43,88.41,84.72,-1.94,True,False,False,False,False,True,False,True,False,False
10,4.27,208,59201.56,93.96,73.42,-1.9300000000000002,True,False,True,False,True,False,True,False,False,False
12,5.0,61,43133.32,95.98,78.84,-2.16,True,False,False,False,False,False,False,False,True,False
7,4.905,368,43662.45,88.09,85.16,4.3,True,False,True,False,True,False,False,True,False,False
8,4.09,339,45768.85,93.94,84.67,1.75,True,False,True,False,True,False,True,False,False,False
15,4.995,160,53491.59,88.03,98.62,-5.4399999999999995,False,False,True,False,False,False,False,True,False,False
4,4.859999999999999,329,53941.89,87.12,90.95,3.0,True,False,True,False,False,True,False,True,False,False
13,5.105,315,61974.51,89.18,71.31,-1.4900000000000002,False,True,False,False,True,False,False,False,False,False
0,4.83,104,40938.03,82.81,93.18,3.76,False,True,False,False,False,True,True,False,False,False
18,5.11,371,62972.85,82.74,59.78,-5.17,True,False,True,False,False,True,False,True,False,False
16,5.300000000000001,270,60823.71,90.18,84.54,-4.87,True,False,True,False,False,True,False,True,False,False
13,4.425,74,47310.86,85.43,78.71,-2.4800000000000004,False,False,True,False,True,False,False,False,False,True
12,5.3,194,43954.09,88.2,90.65,-2.05,True,False,True,False,False,False,True,False,False,False
7,3.915,352,48967.99,93.18,87.18,1.0499999999999998,True,False,True,False,True,False,False,False,True,False
2,4.89,259,60995.77,94.34,59.22,4.4,False,True,True,False,False,True,True,False,False,False
0,4.12,423,31671.06,96.47,76.64,6.99,False,True,False,False,True,False,False,False,True,False
18,5.45,115,46003.369999999995,90.81,79.64,-3.1799999999999997,False,True,True,False,False,True,False,False,False,True
14,5.14,107,68292.73000000001,85.16,82.41,-2.26,False,True,True,False,False,True,False,False,False,False
20,4.78,366,55749.7,87.88,89.47,-6.62,True,False,True,False,True,False,False,False,True,False
7,4.5649999999999995,101,43264.47,91.71,96.19,3.34,True,False,True,False,True,False,True,False,False,False
8,4.5200000000000005,227,65618.26999999999,94.42,99.93,2.51,True,False,False,False,False,True,False,False,False,False
12,5.09,183,58942.55,93.94,85.12,0.8399999999999999,True,False,True,False,True,False,True,False,False,False
11,4.215,458,60344.67,96.14,71.79,-1.54,True,False,True,False,True,False,True,False,False,False
8,4.61,175,40422.11,86.58,60.91,-0.9900000000000002,False,False,True,False,True,False,True,False,False,False
19,5.165,412,60240.88,94.07,89.96,-3.92,False,True,True,False,False,True,False,True,False,False
10,3.99,282,81470.27,89.48,68.28,1.9900000000000002,False,True,True,False,True,False,False,False,False,False
4,4.08,438,51514.2,92.96,77.33,3.7800000000000002,True,False,False,False,False,True,False,True,False,False
18,5.430000000000001,130,54325.78,88.95,80.02,-5.49,False,True,False,False,True,False,True,False,False,False
20,4.24,192,75339.48000000001,93.13,78.75,-8.25,False,False,True,False,False,True,False,False,False,False
17,4.535,250,65391.92,93.1,65.32,-3.16,True,False,True,False,False,False,False,False,False,False
10,5.25,127,92475.54,95.7,65.5,-0.8300000000000001,True,False,False,False,False,True,False,False,False,True
10,4.9,388,94123.44,90.44,88.72,-0.9299999999999997,False,True,True,False,False,True,False,False,False,True
5,5.125,406,34759.08,91.89,100.0,1.46,False,False,True,False,False,False,False,False,False,False
0,4.18,482,61668.78,92.25,99.51,0.0,True,False,False,False,False,False,True,False,False,False
20,4.4399999999999995,445,83805.76000000001,93.25,84.89,-4.16,True,False,False,False,False,True,False,True,False,False
8,4.74,367,65612.45999999999,91.34,74.29,2.2300000000000004,True,False,False,False,True,False,False,True,False,False
6,4.83,102,46010.72,91.33,83.9,2.2,False,True,True,False,False,True,True,False,False,False
5,3.965,179,56839.36,89.1,71.96,5.960000000000001,False,False,False,False,False,True,False,True,False,False
9,4.725,138,42199.87,89.68,86.03,-0.16999999999999993,False,True,True,False,False,True,True,False,False,False
4,4.27,115,24000.0,100.0,71.7,3.8600000000000003,False,False,True,False,True,False,False,False,True,False
0,4.53,105,56817.48,100.0,65.03,6.93,True,False,True,False,True,False,False,False,False,False
14,5.25,214,46696.17,86.46,90.42,0.6799999999999997,False,True,False,False,True,False,True,False,False,False
4,4.489999999999999,126,52950.66,92.4,81.32,4.51,False,False,True,False,False,True,True,False,False,False
19,5.444999999999999,141,60381.02,88.36,78.79,-3.38,True,False,True,False,False,False,False,True,False,False
5,4.535,322,34331.8,97.34,87.95,1.87,False,False,False,False,False,True,True,False,False,False
4,4.96,383,42332.17,84.91,81.82,2.5999999999999996,True,False,False,False,True,False,False,False,False,False
16,5.25,280,48347.3,91.07,92.54,-1.63,True,False,True,False,False,True,True,False,False,False
17,5.185,253,63784.51,92.49,81.5,-3.96,True,False,True,False,False,False,False,True,False,False
3,4.665,64,40796.4,85.93,44.89,3.74,True,False,True,False,False,True,False,True,False,False
20,5.5,255,70920.26000000001,88.85,83.34,-3.8,True,False,True,False,False,True,True,False,False,False
1,4.615,341,56819.49,90.03,85.52,5.71,True,False,True,False,False,False,False,True,False,False
7,4.965,283,27000.0,94.94,82.11,-1.54,True,False,True,False,False,True,False,False,True,False
4,4.01,488,77262.28,90.67,90.6,2.37,False,False,True,False,True,False,False,False,False,True
3,4.865,294,53394.15,96.4,67.51,4.18,True,False,True,False,False,True,False,False,True,False
13,5.235,196,55569.73,95.02,67.07,1.1500000000000004,True,False,False,False,False,False,True,False,False,False
3,4.415,265,62818.66,90.02,83.77,5.11,True,False,True,False,False,False,False,False,True,False
7,5.175,306,68357.31,86.74,92.77,0.41999999999999993,True,False,True,False,False,False,False,False,True,False
2,4.16,496,79011.97,76.63,81.5,6.59,False,False,True,False,False,True,False,False,True,False
13,4.445,236,41324.06,84.7,78.12,-0.6799999999999997,True,False,True,False,False,True,False,False,False,False
17,5.085,91,60076.07,94.37,80.43,-3.4800000000000004,False,True,False,False,True,False,False,False,False,True
11,4.915,364,53830.23,87.42,83.51,-0.7000000000000002,False,True,True,False,False,True,False,False,False,False
14,4.63,72,60993.31,98.57,82.06,-3.12,True,False,True,False,False,False,False,True,False,False
19,4.484999999999999,162,69009.61,93.68,81.81,-3.4699999999999998,True,False,False,False,False,True,True,False,False,False
19,5.444999999999999,432,51616.59,93.44,97.06,-4.9,False,True,True,False,False,True,False,False,False,False
8,4.07,307,51960.44,87.57,86.62,5.550000000000001,False,False,True,False,False,False,True,False,False,False
1,4.705,284,41443.23,94.91,69.26,2.85,True,False,False,True,False,True,True,False,False,False
0,4.16,494,62271.48,93.41,81.97,7.37,True,False,True,False,False,True,False,False,True,False
14,4.96,285,60900.97,92.53,89.95,-1.9800000000000004,False,True,True,False,True,False,False,True,False,False
14,4.8,427,94599.28,83.16,85.51,-3.63,False,False,True,False,False,False,False,False,False,False
7,5.175,122,70108.70999999999,79.36,76.29,-1.92,False,True,False,False,False,True,True,False,False,False
2,5.05,340,61505.53,88.11,100.0,5.12,True,False,True,False,True,False,True,False,False,False
1,4.455,188,59634.07,94.66,68.96,1.63,False,True,True,False,False,True,False,True,False,False
3,5.045,352,45123.1,91.35,68.51,3.16,False,True,True,False,False,True,False,False,False,False
17,4.185,437,37000.0,94.62,85.85,-3.4299999999999997,True,False,False,False,False,True,False,False,False,False
11,4.7250000000000005,228,64126.84,89.91,76.97,-0.5,False,True,True,False,False,True,False,True,False,False
17,4.8149999999999995,371,82241.9,99.69,71.63,-0.75,True,False,False,False,False,True,False,False,True,False
20,4.18,223,74164.63,99.41,85.92,-6.26,True,False,True,False,True,False,True,False,False,False
9,4.545,136,45524.78,88.0,73.84,-2.6799999999999997,False,False,True,False,False,True,True,False,False,False
20,5.46,436,57997.92,79.96,85.41,-2.01,True,False,True,False,True,False,False,True,False,False
7,4.745,408,70618.78,94.87,86.88,1.3399999999999999,True,False,False,False,True,False,True,False,False,False
17,5.135,460,77907.79000000001,91.83,99.58,-4.43,True,False,True,False,False,True,False,True,False,False
16,4.46,111,54530.95,94.4,60.8,-0.8399999999999999,True,False,True,False,True,False,False,True,False,False
18,4.59,347,78382.89,83.55,76.14,-6.12,False,True,False,False,False,True,True,False,False,False
5,4.575,282,47928.08,86.49,86.3,1.15,True,False,True,False,False,False,False,True,False,False
13,4.965,75,58153.94,84.91,68.18,-4.66,False,True,False,False,False,False,False,True,False,False
4,4.84,491,58122.06,98.84,88.95,1.8199999999999998,False,False,False,False,False,True,True,False,False,False
7,4.685,243,68239.29000000001,81.43,89.34,-1.06,False,False,False,False,False,True,True,False,False,False
7,4.455,381,71133.67,93.43,54.74,5.4,False,True,True,False,False,False,False,True,False,False
17,4.715,386,61667.25,98.13,61.68,-3.0700000000000003,True,False,False,False,False,True,False,False,False,False
8,4.430000000000001,401,41408.39,78.48,75.06,-0.56,False,False,True,False,False,True,False,True,False,False
13,4.535,408,35820.67,89.92,85.58,-5.38,False,False,True,False,True,False,False,False,False,True
13,4.485,280,52251.25,85.16,89.23,-0.6200000000000001,False,True,True,False,False,False,True,False,False,False
19,5.194999999999999,221,61052.43,95.79,79.8,-6.7,False,False,True,False,False,True,False,False,False,True
13,4.845,109,74108.47,85.54,71.33,-0.6200000000000001,True,False,True,False,True,False,True,False,False,False
16,5.11,360,61286.59,93.28,69.96,-2.9000000000000004,True,False,True,False,True,False,False,True,False,False
1,4.405,469,51684.89,92.47,84.28,3.06,False,False,True,False,False,False,False,False,False,True
13,4.795,382,68543.48999999999,93.78,71.56,-0.040000000000000036,True,False,True,False,False,True,True,False,False,False
20,4.26,147,73483.83,95.04,79.35,-4.27,False,False,False,False,True,False,True,False,False,False
11,5.075,444,64548.94,90.78,77.32,0.8799999999999999,True,False,True,False,False,False,False,False,True,False
15,5.025,189,69509.01999999999,84.82,79.8,-3.7,False,False,True,False,False,True,True,False,False,False
5,4.675,151,62368.41,81.78,89.02,3.62,True,False,True,False,True,False,True,False,False,False
17,5.295,190,42142.06,92.37,80.76,-4.6,False,False,False,False,False,True,False,True,False,False
6,5.15,243,27580.61,82.37,60.49,4.36,True,False,True,False,False,False,False,True,False,False
1,4.215000000000001,381,67065.38,93.9,78.6,6.11,True,False,True,False,False,False,True,False,False,False
12,5.3,95,63497.11,83.49,88.6,-1.9000000000000004,True,False,False,False,False,False,False,False,True,False
7,5.175,304,38101.509999999995,94.22,64.82,0.33999999999999986,True,False,True,False,True,False,False,False,True,False
11,4.605,261,87152.93,86.7,80.68,-0.13999999999999968,False,True,True,False,True,False,False,False,True,False
0,4.06,427,48841.18,89.13,87.63,2.73,False,True,True,False,False,False,True,False,False,False
8,4.8100000000000005,95,75895.13,85.48,71.88,3.8200000000000003,False,True,True,False,False,True,False,True,False,False
7,5.125,54,65608.23000000001,92.18,74.87,2.5300000000000002,False,False,True,False,True,False,True,False,False,False
8,4.2,318,42083.63,89.13,84.39,-2.3200000000000003,False,False,False,False,True,False,False,False,False,True
4,4.1,90,57941.94,80.68,69.1,1.38,True,False,False,False,False,True,False,False,False,False
12,5.03,349,64503.12,95.47,79.8,0.009999999999999787,True,False,True,False,False,True,True,False,False,False
13,4.885,374,92377.78,94.96,88.61,-2.71,True,False,False,False,False,True,False,False,True,False
3,4.915,115,60375.58,96.55,77.91,1.5,False,False,False,False,True,False,False,False,False,False
16,5.0200000000000005,466,62799.78,88.56,91.94,-0.5700000000000003,True,False,True,False,False,False,False,True,False,False
8,4.8500000000000005,395,55341.6,98.01,77.09,0.8799999999999999,True,False,True,False,False,True,False,True,False,False
19,5.034999999999999,191,59384.13,90.62,69.05,-6.75,False,True,True,False,False,True,False,False,True,False
14,4.869999999999999,227,78841.07,93.6,75.7,-3.79,True,False,False,False,True,False,False,False,False,False
19,5.234999999999999,226,64288.07,97.76,70.82,-4.62,False,True,False,False,False,True,True,False,False,False
3,4.035,113,76511.11,95.84,69.15,2.9800000000000004,True,False,True,False,False,True,True,False,False,False
1,4.505000000000001,159,58340.78,85.72,84.78,5.69,True,False,True,False,False,True,False,False,False,False
12,4.62,345,32000.0,87.49,77.14,-0.13999999999999968,False,False,True,False,False,False,False,False,False,False
3,4.375,407,50460.19,90.56,75.79,3.2,False,True,True,False,True,False,False,False,False,False
17,5.175,242,47846.11,83.8,81.21,-1.1500000000000004,True,False,True,False,True,False,False,True,False,False
15,5.205,271,69078.4,100.0,91.09,-3.12,False,False,True,False,True,False,True,False,False,False
9,5.034999999999999,113,60626.79,89.21,84.23,-4.27,False,True,False,False,True,False,False,False,True,False
1,4.845000000000001,293,21495.26,90.05,75.13,3.8499999999999996,True,False,True,False,True,False,False,False,False,False
13,4.9350000000000005,303,67314.20999999999,86.7,81.05,-4.26,True,False,True,False,False,True,False,False,True,False
1,3.955,311,48487.91,87.83,95.01,4.49,True,False,True,False,True,False,False,False,True,False
17,4.825,425,73625.83,87.32,60.05,-8.3,False,False,True,False,False,True,False,True,False,False
0,4.68,100,47845.68,91.2,98.82,3.45,False,True,True,False,False,False,False,False,False,False
12,4.859999999999999,65,82328.15,97.4,75.94,-0.46999999999999975,True,False,False,False,False,True,True,False,False,False
5,4.985,162,35384.2,91.67,77.7,5.57,False,False,True,False,False,False,False,False,False,True
16,5.0200000000000005,251,55098.14,93.48,93.94,-3.6100000000000003,False,False,False,False,False,False,False,True,False,False
16,4.94,94,57818.82,93.03,82.84,-2.6500000000000004,True,False,False,False,False,True,False,True,False,False
10,4.43,218,74037.11,92.67,69.77,0.5599999999999996,True,False,True,False,False,True,False,True,False,False
5,4.495,345,46816.87,83.35,74.05,1.5999999999999996,False,True,True,False,True,False,False,False,True,False
19,5.385,401,69084.98999999999,100.0,70.06,-3.63,True,False,True,False,False,True,False,False,False,False
2,4.43,489,47075.9,93.41,65.59,3.0300000000000002,True,False,True,False,False,True,False,True,False,False
13,5.1450000000000005,226,58513.1,87.9,94.04,-1.04,False,False,False,False,False,True,True,False,False,False
5,3.925,340,61617.12,91.31,82.03,0.4500000000000002,False,False,True,False,False,True,False,False,True,False
16,4.57,361,75901.19,90.18,81.36,-0.34999999999999964,False,False,False,False,False,True,False,True,False,False
2,3.9,495,37469.48,90.02,70.12,3.3099999999999996,False,False,True,False,False,False,True,False,False,False
16,3.9899999999999998,341,60588.15,88.52,87.69,-3.0999999999999996,False,False,False,False,True,False,True,False,False,False
18,4.22,422,49733.31,97.52,83.83,-1.92,False,True,True,False,False,True,True,False,False,False
17,4.8549999999999995,359,54207.27,92.57,82.92,-2.1399999999999997,True,False,True,False,False,True,True,False,False,False
4,5.1,201,31714.05,86.82,69.15,5.43,False,True,False,False,False,True,False,True,False,False
14,4.21,380,43962.92,96.36,89.96,-0.8200000000000003,True,False,True,False,False,True,False,False,True,False
2,4.56,213,39173.72,94.59,90.15,7.140000000000001,False,True,True,False,False,True,False,False,True,False
7,4.585,69,55831.82,80.23,79.93,4.6899999999999995,False,True,False,False,True,False,False,True,False,False
6,4.67,353,88619.41,83.32,100.0,-0.6499999999999999,True,False,False,False,True,False,False,False,True,False
17,4.835,58,90341.31,86.31,94.95,-3.8600000000000003,True,False,True,False,False,True,False,False,False,False
9,4.455,211,66949.75,91.93,84.25,1.5599999999999996,True,False,False,False,False,True,False,False,True,False
9,3.825,436,58508.53,83.12,74.73,4.35,True,False,True,False,False,True,True,False,False,False
18,5.180000000000001,165,96006.95,100.0,71.87,-4.88,False,False,False,False,True,False,True,False,False,False
0,4.91,270,33348.16,91.96,60.04,4.03,False,True,True,False,True,False,False,True,False,False
1,4.515000000000001,153,29762.54,87.7,84.62,6.83,False,False,True,False,False,True,True,False,False,False
0,4.52,120,69996.58,90.17,66.97,2.61,False,False,False,False,False,True,True,False,False,False
8,4.16,493,42244.87,89.71,90.61,0.21999999999999975,False,True,True,False,True,False,False,False,True,False
14,4.6499999999999995,228,75420.13,90.8,78.95,2.5299999999999994,False,True,True,False,False,False,True,False,False,False
17,5.135,194,63786.07,86.16,87.02,-3.38,True,False,True,False,False,True,False,False,False,False
17,4.515,180,70168.37,89.8,86.09,-5.98,True,False,True,False,False,True,False,True,False,False
6,4.61,106,73059.61,84.67,71.28,3.4699999999999998,True,False,True,False,False,True,False,False,True,False
13,5.325,166,64893.11,82.05,92.07,-0.5999999999999996,True,False,False,True,False,False,False,True,False,False
17,5.015,495,63397.26,100.0,71.81,-5.37,False,False,True,False,True,False,False,True,False,False
19,4.5249999999999995,365,61426.94,90.62,85.4,-9.5,False,False,False,False,False,True,False,True,False,False
18,5.45,347,80915.89,94.82,76.26,-2.6399999999999997,False,False,True,False,True,False,True,False,False,False
4,4.75,71,62708.03,87.22,57.81,3.12,False,True,False,True,False,True,False,True,False,False
8,4.37,198,35402.55,95.95,78.81,4.08,False,True,True,False,True,False,False,True,False,False
17,4.885,69,54166.82,85.98,73.83,-2.4000000000000004,False,False,True,False,False,True,False,False,False,False
12,4.12,494,67174.25,95.42,76.48,-0.8700000000000001,True,False,False,False,False,True,False,True,False,False
4,4.27,255,67353.4,88.34,98.55,4.84,False,True,False,False,False,False,True,False,False,False
19,5.324999999999999,94,39663.39,95.08,62.13,-1.42,True,False,True,False,False,False,False,False,True,False
14,4.359999999999999,71,70571.48999999999,79.2,87.96,-2.09,False,False,True,False,False,True,True,False,False,False
18,4.38,343,52473.35,91.93,95.74,-4.26,False,True,False,False,False,True,True,False,False,False
19,5.3549999999999995,292,88081.95,86.05,91.28,-2.74,True,False,True,False,False,False,False,False,False,False
10,5.25,174,57424.08,85.71,76.76,0.1299999999999999,False,True,True,False,False,True,False,True,False,False
8,4.92,271,36775.72,95.86,61.98,-0.48,True,False,True,False,False,False,False,True,False,False
20,5.5,127,72660.28,87.15,74.47,-4.65,True,False,False,False,False,False,False,True,False,False
15,4.415,280,63986.75,87.67,71.65,0.8599999999999994,True,False,True,False,True,False,False,False,False,False
10,4.94,267,39203.7,96.68,72.02,1.29,False,False,True,False,False,True,True,False,False,False
1,4.9750000000000005,270,79103.42,90.6,80.51,3.02,False,True,False,False,False,True,True,False,False,False
7,4.475,204,70283.2,83.0,67.57,2.79,True,False,True,False,True,False,False,False,False,False
20,4.62,65,69494.1,94.16,99.64,-4.93,True,False,False,False,False,True,False,True,False,False
4,4.56,75,65354.34,89.99,75.05,3.58,True,False,True,False,False,True,False,False,False,False
10,4.89,454,68707.82,91.4,93.98,1.37,False,False,False,False,False,True,False,True,False,False
10,4.66,496,51670.73,98.86,96.67,-0.5800000000000001,False,True,False,False,False,True,False,True,False,False
8,4.78,302,49213.07,81.23,100.0,2.41,True,False,True,False,False,False,False,False,False,False
10,4.25,289,58702.78,82.72,88.93,-3.94,True,False,True,False,False,False,False,False,False,False
4,4.72,229,61544.82,87.42,75.73,0.4900000000000002,True,False,True,False,False,True,False,False,True,False
8,5.0,94,64008.15,85.51,67.22,3.0700000000000003,False,False,True,False,False,True,True,False,False,False
0,4.61,389,57674.18,96.0,79.16,5.35,False,False,True,False,False,True,False,True,False,False
9,4.415,164,38694.81,91.86,88.49,-1.52,False,True,True,False,False,True,False,True,False,False
7,4.025,448,50718.38,92.89,100.0,1.67,True,False,True,False,False,True,True,False,False,False
18,4.99,277,43384.229999999996,84.07,74.98,-5.3100000000000005,False,True,False,False,False,True,False,False,False,False
15,4.645,436,68225.92,93.48,67.38,0.5,False,True,True,False,False,True,False,True,False,False
12,5.3,344,86435.1,91.81,70.4,2.3100000000000005,False,False,True,False,False,True,False,False,False,False
4,5.1,136,41413.77,87.56,100.0,7.65,True,False,True,False,True,False,False,False,False,False
17,4.175,290,58880.61,88.09,89.32,-5.33,False,False,True,False,True,False,False,False,True,False
8,4.59,448,60233.1,83.88,62.17,4.65,True,False,False,False,False,False,False,False,False,False
3,4.275,204,72929.94,93.23,82.39,1.62,False,True,True,False,False,True,False,False,False,True
13,4.355,326,76723.92,81.2,77.63,-0.7400000000000002,True,False,True,False,False,True,True,False,False,False
6,4.58,69,54359.01,82.13,73.5,4.98,True,False,True,False,False,True,True,False,False,False
11,4.455,324,58044.2,91.61,86.37,1.1100000000000003,True,False,True,False,False,False,True,False,False,False
6,4.28,335,60874.91,85.84,71.5,6.92,False,False,True,False,False,True,False,False,True,False
10,4.34,83,68655.94,81.09,93.02,2.0999999999999996,False,True,True,False,False,True,False,False,True,False
14,5.35,154,64383.42,86.04,76.66,1.0,True,False,True,False,True,False,True,False,False,False
6,4.57,331,64698.27,88.22,77.93,2.2800000000000002,False,False,False,False,True,False,True,False,False,False
19,4.955,308,65840.93,83.27,84.96,-6.15,False,True,True,False,False,True,False,False,True,False
16,5.4,385,53230.38,91.41,89.96,-4.15,False,False,True,False,False,False,False,False,True,False
4,4.47,475,61896.84,97.8,78.66,2.09,True,False,False,False,True,False,False,False,True,False
7,4.805,170,29917.93,89.97,96.72,2.74,False,False,True,False,False,True,False,True,False,False
9,4.435,496,63889.33,92.98,72.91,-2.54,False,False,True,False,True,False,False,True,False,False
5,4.425,185,48674.19,90.94,89.68,0.1499999999999999,False,True,True,False,True,False,False,False,True,False
20,5.05,223,64681.15,85.55,81.31,-2.75,True,False,False,False,True,False,False,False,False,False
1,4.605,105,59989.06,90.51,87.01,3.91,True,False,False,False,True,False,False,False,True,False
4,4.8999999999999995,381,50459.56,89.86,63.66,0.8900000000000001,True,False,False,False,False,True,False,True,False,False
9,5.154999999999999,445,29000.0,88.65,86.11,2.62,False,True,True,False,True,False,False,False,False,False
2,4.53,386,44174.35,89.2,88.81,7.09,False,False,False,False,False,False,True,False,False,False
12,5.2299999999999995,190,44432.19,95.14,97.98,-1.96,False,False,True,False,False,False,True,False,False,False
15,4.545,265,65557.7,96.48,77.91,-5.41,False,False,False,True,False,True,False,False,False,False
14,5.13,315,43982.08,90.63,88.81,-2.13,False,False,True,False,True,False,False,False,False,False
1,4.235,475,56431.51,88.57,95.2,3.24,False,False,False,False,True,False,True,False,False,False
2,4.27,482,41665.55,94.27,63.57,3.38,False,True,True,False,True,False,False,False,True,False
19,5.385,147,58943.98,93.3,74.89,-6.4399999999999995,True,False,False,False,False,True,False,True,False,False
17,4.035,171,55246.2,91.38,73.14,-5.07,True,False,True,False,False,True,False,False,True,False
19,5.244999999999999,95,69320.33,88.71,78.15,-6.4399999999999995,True,False,True,False,True,False,False,True,False,False
19,5.055,256,44498.55,83.84,69.86,-4.66,False,False,False,False,True,False,False,False,True,False
14,4.92,198,87878.6,86.83,69.17,-6.02,True,False,True,False,False,False,True,False,False,False
4,5.1,75,37858.59,91.9,84.08,1.73,False,False,True,False,False,False,False,True,False,False
10,4.32,487,30000.0,81.82,85.84,0.7599999999999998,False,True,True,False,True,False,False,True,False,False
2,4.08,499,46986.46,93.04,84.91,5.58,False,True,False,False,False,True,True,False,False,False
8,5.140000000000001,306,31354.52,85.83,77.52,1.7199999999999998,False,False,False,False,False,True,True,False,False,False
6,4.57,295,62589.26,82.48,71.57,0.8799999999999999,False,False,True,False,False,True,False,False,True,False
1,5.015000000000001,121,45093.09,92.67,83.68,2.4,False,False,True,False,False,True,False,True,False,False
14,5.109999999999999,243,45055.75,90.18,78.47,-1.46,True,False,True,False,False,True,False,True,False,False
11,4.905,448,85575.07,88.57,69.51,-5.04,True,False,False,True,True,False,False,True,False,False
15,4.795,163,60279.55,95.17,75.71,-0.6600000000000001,False,True,True,False,False,True,True,False,False,False
15,4.775,281,80943.3,91.74,88.94,-2.2800000000000002,True,False,True,False,False,True,True,False,False,False
15,5.375,489,52648.76,85.5,85.4,-2.3200000000000003,True,False,True,False,False,False,True,False,False,False
18,4.71,163,44471.46,86.62,91.85,-4.29,True,False,True,False,True,False,True,False,False,False
2,4.97,265,49964.18,91.65,85.38,4.07,False,False,True,False,True,False,True,False,False,False
19,4.6049999999999995,337,75831.47,80.94,91.46,-8.86,True,False,True,False,True,False,True,False,False,False
3,4.215,405,28950.34,88.23,100.0,1.37,True,False,True,False,False,False,False,True,False,False
0,4.57,388,65714.99,94.78,58.33,6.0,True,False,False,False,True,False,False,True,False,False
7,4.615,410,58028.58,90.57,91.24,1.3399999999999999,True,False,True,False,False,True,False,True,False,False
14,5.2299999999999995,297,65242.5,83.98,81.23,0.7300000000000004,True,False,True,False,False,True,False,False,True,False
20,4.89,353,60413.29,97.58,92.78,-7.96,True,False,True,False,False,True,False,True,False,False
4,4.39,254,49313.61,92.14,54.81,4.49,True,False,True,False,False,True,False,False,True,False
19,4.465,437,57249.08,75.61,81.27,-6.390000000000001,False,True,True,False,False,True,True,False,False,False
11,5.275,352,57059.45,89.28,83.18,-0.6799999999999997,False,False,True,False,False,True,False,False,False,False
19,4.385,478,60255.02,93.93,69.54,-6.74,False,True,False,False,False,False,False,False,True,False
19,5.475,139,47311.509999999995,88.05,73.29,-4.38,False,True,True,False,False,True,False,False,True,False
3,4.845,193,48210.69,90.41,99.53,5.59,False,False,True,False,False,False,False,False,True,False
14,5.029999999999999,417,59544.11,87.43,70.42,0.4800000000000004,False,True,True,False,True,False,False,True,False,False
5,4.025,148,60036.86,92.26,98.19,7.050000000000001,True,False,True,False,False,True,True,False,False,False
4,4.819999999999999,433,68079.79000000001,97.72,95.44,3.67,False,False,True,False,False,True,False,False,False,False
10,4.13,465,57635.86,82.61,77.33,-0.33000000000000007,False,False,True,False,False,False,False,True,False,False
13,4.755,53,60516.53,90.41,65.21,1.9900000000000002,False,False,True,False,False,False,True,False,False,False
10,5.19,190,57449.21,95.71,76.78,5.43,False,True,True,False,False,True,False,True,False,False
8,4.12,106,44781.24,96.2,76.63,4.52,False,False,False,True,True,False,True,False,False,False
9,4.984999999999999,330,62274.24,89.05,64.96,-2.48,False,False,True,False,True,False,False,True,False,False
5,4.485,415,53240.79,86.84,72.77,5.08,False,True,False,False,False,True,True,False,False,False
10,4.98,80,77758.71,99.85,100.0,-2.18,True,False,True,False,False,True,False,False,True,False
