driver_id,experience_years,customer_rating,trip_frequency,earning_history,on_time_arrival_rate,driving_behaviour_score,transaction_pattern,cancellation_rate,gender,region,age_group,nova_score
D42440,4,4.97,218,39513.58,95.31,73.33,Digital,4.23,Male,Rural,36-45,168.14
D42441,7,4.7749999999999995,275,74261.57,93.72,87.42,Cash,-1.04,Male,Urban,46-60,176.11
D42442,3,4.605,163,61348.07,91.46,84.4,Cash,1.9900000000000002,Male,Rural,18-25,163.36
D42443,11,5.275,402,54452.35,96.74,90.03,Cash,-1.2699999999999996,Male,Urban,46-60,189.58
D42444,5,4.965,81,48396.4,94.36,84.31,Digital,3.8600000000000003,Female,Semi-Urban,46-60,166.26
D42445,7,5.015,406,46716.16,91.75,99.71,Digital,-0.56,Male,Urban,36-45,182.01
D42446,3,4.265000000000001,59,47419.1,91.22,76.68,Digital,6.9399999999999995,Female,Urban,18-25,146.02
D42447,19,5.475,74,64416.84,81.32,79.34,Cash,-5.24,Male,Urban,26-35,180.04
D42448,9,5.225,99,41712.31,93.03,82.28,Digital,-1.87,Male,Semi-Urban,18-25,171.31
D42449,10,4.92,445,57960.0,86.72,80.39,Mixed,0.25,Female,Rural,26-35,180.36
D42450,14,4.59,91,71265.23999999999,91.03,74.9,Cash,-1.0099999999999998,Male,Semi-Urban,26-35,161.1
D42451,4,4.2299999999999995,422,91508.66,91.12,73.16,Digital,5.13,Female,Urban,26-35,170.15
D42452,2,4.72,395,35483.26,88.14,71.79,Digital,4.67,Male,Semi-Urban,46-60,166.66
D42453,14,4.96,225,82131.2,84.74,72.92,Digital,-1.7400000000000002,Female,Urban,18-25,177.18
D42454,1,4.4350000000000005,317,78112.81,86.77,72.7,Mixed,1.9,Male,Semi-Urban,26-35,167.0
D42455,1,4.105,499,62674.14,90.96,83.41,Digital,3.9800000000000004,Male,Rural,36-45,164.41
D42456,7,4.8149999999999995,233,69286.55,82.9,71.26,Digital,-0.41999999999999993,Female,Semi-Urban,26-35,170.14
D42457,13,4.755,245,49666.96,88.67,74.5,Mixed,-1.8399999999999999,Male,Semi-Urban,26-35,165.57
D42458,8,4.11,286,60628.99,100.0,89.06,Digital,1.4500000000000002,Female,Urban,26-35,157.71
D42459,4,4.6,257,53309.33,93.72,80.81,Digital,2.4299999999999997,Male,Urban,26-35,164.79
D42460,11,5.155,182,78017.28,91.86,81.0,Cash,-0.5099999999999998,Female,Semi-Urban,26-35,181.59
D42461,9,4.864999999999999,349,51750.55,84.73,85.6,Mixed,4.07,Male,Semi-Urban,36-45,174.07
D42462,0,4.37,404,45897.08,94.48,75.22,Digital,4.85,Male,Urban,36-45,162.34
D42463,18,5.45,377,80725.86,94.33,86.5,Digital,-5.27,Male,Rural,36-45,198.64
D42464,10,4.46,456,70366.59,89.62,87.26,Digital,1.2800000000000002,Female,Urban,36-45,173.86
D42465,16,5.050000000000001,117,84212.7,85.26,84.35,Cash,-2.5199999999999996,Male,Rural,18-25,177.42
D42466,2,4.34,478,35421.21,85.28,83.89,Cash,6.07,Male,Rural,26-35,161.85
D42467,0,4.53,127,45275.36,93.86,73.81,Digital,0.75,Male,Urban,26-35,154.8
D42468,16,4.73,370,51819.09,90.93,94.53,Cash,1.2699999999999996,Female,Urban,46-60,173.82
D42469,5,5.125,374,41266.08,93.69,75.81,Cash,2.33,Male,Rural,36-45,178.83
D42470,12,4.93,157,56131.91,89.44,83.45,Digital,-0.4800000000000004,Female,Urban,18-25,169.5
D42471,19,5.074999999999999,182,67643.95999999999,84.4,58.04,Digital,-6.5,Female,Urban,18-25,172.43
D42472,3,4.425,69,40128.61,88.21,88.04,Cash,5.7,Female,Semi-Urban,46-60,149.85
D42473,4,4.54,353,48312.85,88.46,97.87,Digital,2.3499999999999996,Male,Urban,26-35,167.65
D42474,14,5.13,311,63053.02,91.53,81.2,Digital,-2.8499999999999996,Male,Rural,36-45,182.36
D42475,13,5.115,492,59578.15,97.07,78.09,Digital,0.5099999999999998,Male,Semi-Urban,26-35,188.72
D42476,18,5.05,163,49987.479999999996,94.61,67.82,Digital,-5.49,Male,Urban,36-45,169.63
D42477,14,5.14,476,58908.15,93.52,93.95,Mixed,-1.29,Male,Urban,36-45,190.39
D42478,11,5.275,119,42468.54,94.71,68.33,Digital,2.7799999999999994,Male,Rural,46-60,171.71
D42479,17,5.155,404,61087.86,93.67,74.41,Digital,-3.8600000000000003,Male,Semi-Urban,26-35,185.52
D42480,13,4.085,408,79275.12,93.03,100.0,Cash,-4.65,Male,Urban,26-35,167.22
D42481,9,4.8149999999999995,131,69757.31,92.96,84.7,Digital,1.0899999999999999,Male,Rural,36-45,169.7
D42482,7,5.175,391,32191.55,85.14,68.84,Digital,2.8899999999999997,Male,Urban,36-45,176.16
D42483,3,4.965,335,32516.13,92.35,77.15,Digital,-0.3400000000000001,Male,Semi-Urban,36-45,171.08
D42484,17,4.925,365,77848.18,94.57,85.72,Digital,-3.6399999999999997,Male,Semi-Urban,46-60,184.23
D42485,7,4.975,476,63949.6,89.83,88.54,Mixed,2.8,Male,Urban,60+,186.16
D42486,3,4.455,117,44808.95,93.65,81.56,Cash,3.2,Female,Urban,26-35,153.54
D42487,10,4.97,496,73793.56,87.6,74.87,Digital,0.16999999999999993,Male,Semi-Urban,18-25,186.91
D42488,4,4.8999999999999995,436,48605.3,100.0,86.43,Digital,1.4300000000000002,Male,Semi-Urban,36-45,180.06
D42489,9,5.225,243,47722.48,86.35,99.27,Digital,-1.02,Male,Semi-Urban,18-25,180.12
D42490,5,3.985,331,65853.54000000001,81.28,79.13,Cash,-0.31999999999999984,Female,Rural,36-45,153.39
D42491,3,4.115,422,58617.48,94.85,79.03,Digital,6.09,Male,Urban,26-35,160.49
D42492,17,4.765,448,63383.83,83.54,82.24,Mixed,-3.1799999999999997,Male,Urban,60+,177.76
D42493,20,5.29,369,82062.15,91.4,71.47,Cash,-3.0700000000000003,Male,Urban,46-60,191.96
D42494,16,5.300000000000001,221,91561.36,86.07,66.23,Cash,-2.21,Female,Urban,36-45,187.08
D42495,6,4.69,255,53370.63,91.77,72.83,Digital,-2.11,Male,Rural,46-60,165.48
D42496,8,3.93,220,60421.67,85.85,76.24,Digital,-0.020000000000000018,Male,Rural,26-35,146.47
D42497,2,5.05,189,49468.82,82.35,80.89,Cash,2.57,Other,Urban,46-60,170.66
D42498,8,4.86,169,47705.28,93.0,75.12,Digital,-2.9299999999999997,Female,Semi-Urban,46-60,165.4
D42499,3,4.755,433,48449.01,96.3,57.34,Digital,3.42,Male,Urban,46-60,171.35
D42500,18,4.01,262,78291.88,88.34,71.65,Cash,-4.01,Male,Semi-Urban,18-25,154.3
D42501,8,5.2,93,47420.75,95.97,77.55,Digital,0.41000000000000014,Female,Urban,26-35,171.6
D42502,19,4.904999999999999,347,97165.97,98.76,84.6,Digital,-4.69,Male,Semi-Urban,46-60,188.3
D42503,5,5.115,211,56802.98,88.59,84.11,Cash,2.5700000000000003,Male,Semi-Urban,26-35,176.42
D42504,10,5.07,178,55572.63,94.14,98.28,Cash,1.2699999999999996,Male,Urban,18-25,176.63
D42505,14,4.6,348,81238.2,89.8,71.2,Cash,-4.32,Female,Semi-Urban,46-60,173.38
D42506,5,4.785,381,44530.08,85.64,86.52,Digital,1.9699999999999998,Male,Rural,18-25,171.82
D42507,19,5.415,417,92810.54,99.19,100.0,Cash,-1.83,Male,Rural,60+,205.14
D42508,9,4.035,362,91864.9,84.48,78.32,Digital,-0.2699999999999996,Male,Urban,36-45,162.74
D42509,17,5.3149999999999995,463,62000.5,86.26,67.77,Digital,-2.2199999999999998,Male,Semi-Urban,18-25,190.0
D42510,15,4.355,473,91630.87,92.83,67.11,Cash,-4.859999999999999,Male,Urban,36-45,174.69
D42511,3,4.2250000000000005,119,52760.77,89.37,91.14,Mixed,2.1,Male,Urban,26-35,150.65
D42512,19,4.5249999999999995,332,75428.75,96.58,70.05,Digital,-6.49,Male,Rural,36-45,170.26
D42513,12,5.3,272,46091.58,93.05,88.51,Digital,1.3899999999999997,Female,Semi-Urban,36-45,182.14
D42514,4,4.68,245,73460.29,89.02,64.81,Digital,1.2200000000000002,Male,Urban,36-45,168.24
D42515,19,4.195,463,70230.6,93.86,68.93,Digital,-3.7,Male,Semi-Urban,26-35,165.37
D42516,18,4.66,77,78071.26999999999,92.3,66.32,Cash,-2.59,Female,Urban,36-45,162.89
D42517,17,4.645,127,81044.66,90.23,81.81,Cash,-1.71,Male,Rural,46-60,167.27
D42518,19,5.015,79,79042.12,89.77,86.1,Cash,-4.23,Male,Urban,26-35,174.68
D42519,16,4.6000000000000005,105,40428.75,90.63,83.56,Digital,-3.6900000000000004,Female,Urban,26-35,155.44
D42520,15,4.285,360,73246.88,88.47,58.34,Digital,-3.4800000000000004,Male,Urban,26-35,161.86
D42521,0,5.0,370,57670.05,90.81,73.45,Digital,6.37,Male,Urban,26-35,178.86
D42522,20,4.96,291,54197.38,93.49,67.74,Cash,-1.6400000000000006,Male,Urban,46-60,173.37
D42523,0,4.43,238,42596.43,89.4,85.41,Digital,5.88,Male,Semi-Urban,26-35,157.14
D42524,19,5.475,56,76929.73000000001,97.99,74.48,Mixed,-3.6500000000000004,Male,Semi-Urban,36-45,184.22
D42525,13,5.325,322,52113.38,86.23,67.96,Cash,-2.1100000000000003,Male,Semi-Urban,46-60,182.16
D42526,1,4.495,377,38236.29,85.41,84.58,Mixed,6.75,Male,Rural,36-45,162.51
D42527,14,4.409999999999999,138,68938.48999999999,84.89,81.67,Mixed,-1.42,Male,Semi-Urban,26-35,157.99
D42528,2,4.55,433,24219.56,90.96,61.16,Cash,4.47,Female,Rural,60+,159.94
D42529,12,5.3,430,95988.09,83.95,72.63,Digital,0.1900000000000004,Female,Rural,36-45,197.18
D42530,18,4.6000000000000005,403,49206.740000000005,91.95,99.33,Mixed,-2.1500000000000004,Male,Rural,26-35,172.11
D42531,0,4.1,400,67080.61,82.45,91.63,Digital,6.75,Male,Rural,46-60,161.38
D42532,12,4.89,99,72506.97,90.63,80.99,Digital,-1.4299999999999997,Male,Semi-Urban,36-45,170.08
D42533,14,4.819999999999999,192,51830.21,84.0,82.78,Digital,-1.12,Male,Semi-Urban,36-45,166.15
D42534,15,4.995,155,55349.84,95.43,81.59,Digital,-3.0700000000000003,Male,Urban,18-25,171.47
D42535,10,4.84,498,37214.8,86.06,77.77,Mixed,-0.45999999999999996,Female,Semi-Urban,18-25,174.8
D42536,2,4.5,137,54891.17,75.81,77.51,Mixed,4.03,Female,Urban,36-45,154.7
D42537,7,4.465,485,63198.99,91.6,68.8,Digital,1.2199999999999998,Male,Rural,26-35,170.88
D42538,5,4.475,159,25000.0,97.57,56.15,Digital,-1.85,Male,Urban,18-25,147.54
D42539,4,4.159999999999999,426,45811.61,95.66,78.24,Mixed,3.2300000000000004,Male,Urban,18-25,158.58
D42540,14,4.76,454,95604.21,83.75,88.98,Digital,0.2699999999999996,Male,Urban,60+,186.97
D42541,8,4.65,316,61387.78,92.3,90.17,Digital,0.71,Male,Rural,36-45,171.61
D42542,4,4.47,167,30117.64,100.0,84.42,Cash,1.17,Male,Semi-Urban,36-45,153.62
D42543,20,5.18,259,78641.6,80.6,78.99,Digital,-3.58,Female,Urban,36-45,183.46
D42544,9,4.635,497,33834.020000000004,90.99,76.2,Mixed,1.4299999999999997,Male,Semi-Urban,46-60,169.29
D42545,5,4.695,464,48816.51,86.32,83.86,Cash,1.9299999999999997,Male,Semi-Urban,26-35,173.67
D42546,10,4.74,400,56708.01,91.67,98.26,Cash,3.8200000000000003,Female,Semi-Urban,36-45,177.17
D42547,3,4.615,225,37740.19,97.77,93.42,Mixed,1.4500000000000002,Male,Semi-Urban,26-35,162.49
D42548,19,4.555,143,82501.0,82.69,76.64,Digital,-0.7899999999999991,Male,Urban,26-35,164.12
D42549,11,4.385000000000001,450,83091.7,82.68,92.07,Cash,-2.47,Male,Semi-Urban,46-60,174.61
D42550,19,5.415,238,39000.0,90.95,79.62,Mixed,-1.0399999999999991,Female,Semi-Urban,36-45,180.23
D42551,5,4.755,174,57403.93,89.86,89.4,Cash,2.1500000000000004,Male,Urban,36-45,167.07
D42552,0,4.09,178,62426.02,89.72,76.02,Cash,4.43,Male,Rural,46-60,149.84
D42553,17,4.205,142,61693.1,90.94,98.44,Cash,-3.8600000000000003,Male,Rural,26-35,154.64
D42554,1,4.885000000000001,100,41320.55,99.58,89.29,Digital,3.95,Male,Semi-Urban,36-45,164.79
D42555,4,4.859999999999999,181,43670.15,89.99,94.32,Cash,1.9300000000000002,Female,Rural,26-35,167.3
D42556,15,4.695,89,64815.8,90.11,89.13,Digital,-1.7300000000000004,Male,Urban,46-60,164.02
D42557,11,4.805000000000001,445,57916.1,81.03,85.54,Cash,2.3899999999999997,Male,Semi-Urban,46-60,177.39
D42558,11,4.855,227,39712.64,92.27,72.47,Digital,-0.9199999999999999,Male,Urban,26-35,165.09
D42559,10,4.39,482,59006.63,83.19,68.54,Cash,-0.8700000000000001,Male,Semi-Urban,26-35,166.54
D42560,19,4.975,213,56629.88,86.77,93.05,Cash,-5.93,Male,Rural,26-35,174.03
D42561,18,4.91,117,76400.67,89.04,76.17,Digital,-2.0300000000000002,Male,Rural,36-45,171.31
D42562,20,4.62,106,77490.01999999999,88.67,93.32,Cash,-0.6099999999999994,Male,Semi-Urban,60+,166.41
D42563,6,4.73,242,64016.76,89.89,80.84,Mixed,3.0300000000000002,Male,Rural,46-60,169.54
D42564,1,4.6450000000000005,408,70323.59,87.19,77.08,Cash,5.7,Male,Rural,26-35,174.67
D42565,5,4.195,427,50170.81,93.84,79.13,Mixed,2.55,Female,Urban,26-35,160.44
D42566,3,4.925,365,51760.49,91.67,94.78,Mixed,1.48,Male,Rural,26-35,178.63
D42567,1,4.295,382,25215.49,84.26,74.96,Digital,6.88,Male,Urban,46-60,152.84
D42568,16,4.630000000000001,191,46212.93,98.58,88.13,Cash,-6.8100000000000005,Female,Urban,36-45,162.95
D42569,7,4.975,206,79070.7,86.79,76.82,Digital,1.58,Male,Urban,36-45,176.92
D42570,4,4.88,457,66668.01000000001,91.92,88.19,Digital,1.21,Male,Urban,18-25,183.96
D42571,9,4.395,403,30862.9,89.01,80.4,Mixed,0.08000000000000007,Male,Urban,46-60,159.12
D42572,15,5.045,207,62552.7,88.6,76.95,Digital,-1.9299999999999997,Male,Urban,46-60,174.88
D42573,1,4.695,336,63622.02,85.48,72.47,Cash,6.92,Male,Urban,46-60,170.41
D42574,18,4.79,280,79254.79000000001,84.41,72.64,Mixed,-3.9800000000000004,Female,Semi-Urban,36-45,174.32
D42575,6,4.880000000000001,279,57793.25,93.75,80.86,Cash,3.0599999999999996,Male,Urban,26-35,173.8
D42576,1,3.765,306,56839.64,88.74,85.38,Mixed,5.67,Male,Rural,26-35,146.69
D42577,12,4.55,354,69190.61,87.32,90.0,Digital,-2.45,Male,Semi-Urban,36-45,171.81
D42578,3,4.915,342,73335.19,86.44,75.95,Cash,4.98,Male,Rural,18-25,179.25
D42579,15,4.685,419,66076.07,93.05,69.03,Digital,-2.8200000000000003,Male,Urban,26-35,174.72
D42580,9,4.295,99,74122.79000000001,91.43,77.63,Digital,0.9400000000000004,Female,Urban,36-45,155.22
D42581,16,3.83,321,56442.67,89.51,71.26,Cash,-7.0600000000000005,Male,Urban,36-45,146.82
D42582,20,5.41,330,65240.41,100.0,90.93,Cash,-5.58,Male,Rural,18-25,193.4
D42583,13,4.545,431,49428.44,97.95,74.64,Digital,-2.74,Female,Urban,36-45,169.11
D42584,11,4.155,423,52885.44,94.12,68.88,Cash,1.1799999999999997,Female,Semi-Urban,36-45,158.47
D42585,12,4.95,432,68600.63,83.6,78.76,Mixed,0.4299999999999997,Male,Urban,36-45,182.53
D42586,19,5.475,267,62176.27,88.14,70.65,Mixed,-8.05,Male,Rural,26-35,186.92
D42587,7,4.705,308,54938.81,89.32,79.77,Cash,-0.69,Male,Urban,60+,169.04
D42588,16,4.11,401,58974.4,82.61,59.77,Cash,-0.03000000000000025,Male,Rural,46-60,154.89
D42589,17,4.615,190,82927.31,81.62,90.55,Digital,0.7200000000000006,Male,Semi-Urban,26-35,169.53
D42590,20,5.4,74,69898.23000000001,95.92,89.18,Digital,-6.76,Female,Urban,60+,183.2
D42591,9,4.8149999999999995,332,70464.18,91.9,47.82,Cash,-0.56,Male,Urban,18-25,172.23
D42592,12,4.2700000000000005,107,79407.28,89.53,79.1,Mixed,1.1399999999999997,Male,Urban,26-35,156.18
D42593,1,5.025,223,56533.36,91.65,74.27,Digital,4.31,Female,Rural,46-60,173.57
D42594,16,4.67,128,59398.18,95.05,73.53,Cash,-0.5300000000000002,Male,Rural,26-35,162.01
D42595,5,4.535,465,57905.93,92.75,66.56,Cash,2.3,Male,Rural,36-45,170.35
D42596,11,4.6450000000000005,433,73685.43,90.11,76.01,Cash,0.6100000000000003,Female,Semi-Urban,36-45,176.78
D42597,12,5.1499999999999995,472,50641.2,91.04,76.79,Digital,0.8700000000000001,Male,Rural,36-45,185.46
D42598,3,4.485,170,23000.0,90.58,88.57,Digital,4.72,Male,Rural,26-35,151.55
D42599,14,4.1,172,57849.83,88.59,100.0,Digital,0.41000000000000014,Male,Urban,36-45,152.13
D42600,15,4.135,255,65555.44,98.65,73.84,Cash,-2.1799999999999997,Male,Rural,36-45,155.84
D42601,20,4.76,307,52128.75,84.14,85.53,Digital,-4.18,Male,Urban,36-45,169.76
D42602,18,5.03,464,83503.31,89.96,77.96,Cash,-2.4800000000000004,Male,Urban,36-45,190.37
D42603,14,4.64,132,80204.07,85.68,94.34,Digital,1.5099999999999998,Male,Semi-Urban,26-35,168.33
D42604,5,4.865,301,69671.19,90.38,84.94,Cash,4.58,Male,Rural,46-60,177.38
D42605,19,5.475,153,72496.47,94.92,77.45,Cash,-4.67,Male,Urban,46-60,186.97
D42606,5,4.125,287,70507.01999999999,92.62,78.81,Mixed,2.3200000000000003,Male,Semi-Urban,36-45,157.95
D42607,4,4.68,212,60074.84,90.38,71.29,Cash,-0.10000000000000009,Male,Semi-Urban,18-25,164.75
D42608,1,4.325,265,30841.94,93.15,78.01,Mixed,1.25,Female,Rural,18-25,152.11
D42609,19,4.665,361,68320.78,99.95,78.88,Digital,-2.5700000000000003,Female,Semi-Urban,26-35,174.97
D42610,1,4.305000000000001,444,77465.15,96.37,83.42,Mixed,4.87,Male,Urban,36-45,171.72
D42611,4,4.88,389,52337.23,92.31,84.45,Digital,1.79,Male,Rural,46-60,177.16
D42612,2,4.58,408,32393.99,79.59,77.62,Digital,9.89,Male,Urban,26-35,162.5
D42613,5,4.415,380,45728.79,90.72,77.0,Digital,4.9,Female,Rural,26-35,162.17
D42614,10,5.25,447,56875.18,85.47,83.41,Digital,3.1500000000000004,Male,Urban,26-35,188.68
D42615,4,4.46,116,55179.17,77.43,79.11,Digital,0.16999999999999993,Female,Urban,26-35,153.42
D42616,17,5.0649999999999995,90,92182.17,91.81,64.62,Cash,-7.02,Female,Rural,18-25,176.74
D42617,13,4.785,185,61024.89,80.34,75.03,Digital,0.9299999999999997,Male,Urban,36-45,165.59
D42618,9,4.115,283,31046.23,88.22,87.83,Digital,-1.17,Male,Urban,26-35,148.36
D42619,2,4.43,79,49128.92,86.39,82.6,Cash,8.31,Female,Urban,26-35,151.54
D42620,15,4.645,116,93665.33,83.93,85.61,Digital,-2.01,Male,Semi-Urban,46-60,169.61
D42621,15,4.705,406,81376.5,87.15,90.9,Mixed,-2.1399999999999997,Male,Rural,18-25,180.92
D42622,10,5.25,64,52926.81,86.58,61.59,Mixed,2.38,Male,Rural,60+,169.27
D42623,3,4.325,240,28869.92,86.3,86.72,Mixed,4.9,Male,Urban,18-25,150.9
D42624,10,4.79,93,61612.44,98.43,78.72,Cash,1.4000000000000004,Male,Urban,26-35,165.45
D42625,7,5.005,319,67067.41,91.21,85.95,Digital,4.619999999999999,Male,Semi-Urban,36-45,181.23
D42626,15,4.565,78,96863.38,88.28,70.25,Digital,-5.8100000000000005,Male,Urban,18-25,165.24
D42627,7,4.2749999999999995,113,43282.32,92.34,75.57,Digital,4.38,Male,Urban,18-25,147.4
D42628,8,4.8100000000000005,479,51636.74,85.39,80.85,Cash,1.17,Female,Urban,46-60,177.26
D42629,13,4.835,141,61385.65,97.75,74.82,Digital,-0.3200000000000003,Female,Semi-Urban,18-25,167.75
D42630,7,4.875,371,58297.73,92.1,79.57,Cash,0.029999999999999805,Male,Rural,26-35,177.04
D42631,15,4.215,105,84724.61,94.98,94.14,Cash,-1.63,Male,Urban,36-45,159.12
D42632,1,5.025,349,45168.63,100.0,68.74,Cash,4.43,Female,Urban,26-35,176.19
D42633,19,4.994999999999999,97,43473.979999999996,91.18,88.64,Cash,-6.3100000000000005,Female,Rural,18-25,166.6
D42634,18,5.36,333,91722.59,94.03,77.31,Digital,-0.3100000000000005,Male,Rural,26-35,195.95
D42635,19,5.475,304,107081.94,85.91,71.81,Digital,-3.3499999999999996,Female,Semi-Urban,26-35,199.46
D42636,19,4.915,433,64153.76,89.26,79.88,Digital,-2.1100000000000003,Male,Urban,36-45,181.6
D42637,18,4.6000000000000005,225,68916.07,92.46,86.53,Cash,-3.45,Male,Urban,26-35,168.08
D42638,18,4.8,257,38000.0,89.93,84.04,Mixed,1.1400000000000006,Female,Urban,46-60,165.88
D42639,17,4.8549999999999995,154,56873.52,91.8,69.41,Cash,-4.01,Female,Semi-Urban,36-45,165.93
D42640,12,4.87,483,74317.12,99.87,88.2,Cash,0.3899999999999997,Male,Urban,36-45,187.86
D42641,16,5.4,365,61838.88,89.26,74.26,Digital,-3.6399999999999997,Male,Rural,26-35,189.59
D42642,0,4.5,53,59420.41,97.57,81.73,Digital,5.23,Female,Rural,26-35,156.37
D42643,20,5.5,176,59570.97,84.09,76.09,Digital,-2.6500000000000004,Male,Urban,36-45,183.46
D42644,4,5.069999999999999,387,53350.76,86.26,77.17,Digital,4.27,Female,Rural,26-35,180.08
D42645,19,5.034999999999999,456,39000.0,88.06,62.27,Cash,-6.43,Female,Urban,36-45,176.41
D42646,20,4.38,223,55055.77,96.89,90.96,Mixed,-5.4,Male,Urban,26-35,160.36
D42647,12,5.16,288,94675.33,95.53,67.99,Digital,-3.83,Female,Urban,60+,188.72
D42648,5,4.905,372,70299.73000000001,91.34,77.44,Cash,1.63,Male,Urban,26-35,180.4
D42649,9,4.635,456,65748.58,84.02,80.35,Mixed,-0.3799999999999999,Male,Semi-Urban,46-60,175.21
D42650,8,4.29,148,45756.51,96.96,91.54,Digital,0.8499999999999996,Female,Urban,26-35,152.88
D42651,5,4.595,456,39616.72,100.0,80.55,Cash,0.040000000000000036,Male,Rural,26-35,170.1
D42652,0,4.7,298,48426.71,85.34,88.07,Cash,7.79,Male,Urban,36-45,167.54
D42653,17,4.435,223,79705.98000000001,99.74,87.43,Cash,1.25,Male,Semi-Urban,46-60,167.8
D42654,6,4.17,474,64180.66,89.98,82.81,Mixed,1.0300000000000002,Male,Rural,36-45,165.17
D42655,9,5.225,327,93354.08,89.8,71.25,Digital,2.6100000000000003,Male,Semi-Urban,46-60,191.2
D42656,11,4.315,255,64936.21,94.81,82.59,Digital,-2.39,Male,Semi-Urban,36-45,160.92
D42657,20,4.72,480,57253.64,86.64,99.56,Cash,-8.32,Male,Semi-Urban,26-35,179.44
D42658,14,5.35,156,76718.28,85.06,81.8,Digital,2.3900000000000006,Male,Rural,26-35,184.2
D42659,16,4.510000000000001,417,92827.07,88.2,73.58,Digital,-6.35,Male,Urban,26-35,176.9
D42660,2,4.14,153,60904.11,86.58,70.85,Digital,4.6,Male,Rural,36-45,148.46
D42661,14,5.22,353,66189.44,100.0,66.2,Cash,-2.6900000000000004,Male,Semi-Urban,18-25,186.1
D42662,0,3.76,251,41964.06,93.96,79.25,Cash,6.01,Female,Urban,18-25,140.51
D42663,10,4.54,368,48108.4,89.3,60.01,Digital,1.13,Male,Urban,18-25,162.64
D42664,5,4.895,325,43928.42,90.94,79.52,Mixed,2.45,Male,Semi-Urban,60+,171.93
D42665,15,5.375,321,78225.19,94.01,64.77,Digital,-3.0599999999999996,Male,Semi-Urban,26-35,190.59
D42666,20,5.2,109,63843.54,85.43,87.39,Digital,-4.86,Male,Rural,46-60,176.24
D42667,11,4.965000000000001,214,70565.04000000001,86.0,75.23,Cash,-3.06,Male,Urban,26-35,174.51
D42668,20,5.06,273,79401.3,96.24,68.09,Digital,-2.9299999999999997,Male,Semi-Urban,60+,181.92
D42669,14,5.35,481,64428.52,84.38,77.52,Mixed,-3.08,Male,Urban,18-25,193.38
D42670,17,5.425,342,80576.67,90.41,82.4,Cash,-1.54,Male,Rural,36-45,195.37
D42671,9,4.904999999999999,399,58073.17,89.39,96.48,Cash,-2.96,Male,Urban,46-60,180.98
D42672,11,4.845000000000001,499,74217.0,94.01,93.17,Mixed,-1.1600000000000001,Male,Urban,26-35,187.72
D42673,19,4.585,235,60423.88,84.05,81.81,Digital,-4.83,Female,Semi-Urban,18-25,164.01
D42674,18,4.640000000000001,55,51471.64,97.24,67.67,Digital,-7.02,Male,Rural,36-45,155.8
D42675,4,3.83,424,43713.97,88.97,69.07,Mixed,4.22,Male,Urban,46-60,147.34
D42676,17,4.845,369,55299.28,90.0,82.83,Digital,-4.18,Female,Rural,26-35,175.63
D42677,18,4.5,393,45670.990000000005,89.16,92.47,Digital,-5.05,Male,Semi-Urban,26-35,166.88
D42678,11,4.455,257,37523.67,89.35,72.19,Digital,-1.58,Male,Urban,26-35,155.27
D42679,0,4.98,265,54855.92,89.82,75.16,Digital,1.95,Male,Urban,36-45,173.56
D42680,1,4.875,105,48323.47,91.01,86.49,Cash,5.14,Male,Urban,26-35,164.78
D42681,2,4.3,356,60233.2,87.45,86.57,Cash,3.25,Female,Urban,26-35,162.9
D42682,11,4.615,335,45618.43,96.81,96.44,Cash,-3.94,Male,Semi-Urban,36-45,169.17
D42683,13,5.325,371,52333.94,85.84,90.11,Mixed,-1.7800000000000002,Male,Urban,18-25,187.44
D42684,6,4.3100000000000005,439,43069.18,100.0,85.52,Cash,-0.18000000000000016,Male,Urban,26-35,163.91
D42685,3,4.855,129,72275.43,83.81,85.04,Mixed,1.88,Other,Urban,26-35,169.93
D42686,11,5.275,454,75423.33,90.73,79.23,Digital,1.62,Male,Rural,18-25,194.38
D42687,7,4.765,476,42171.2,89.2,73.38,Digital,1.7599999999999998,Male,Rural,36-45,173.09
D42688,0,4.66,375,51374.5,89.5,77.3,Digital,3.93,Female,Semi-Urban,26-35,169.36
D42689,4,3.92,357,51803.24,90.87,54.5,Digital,2.34,Male,Urban,36-45,147.04
D42690,0,4.34,209,72023.75,90.41,88.41,Digital,6.37,Male,Semi-Urban,36-45,161.69
D42691,14,4.92,328,63541.52,94.49,87.07,Mixed,-1.2300000000000004,Male,Rural,46-60,179.24
D42692,12,5.3,278,70328.01000000001,91.02,72.51,Digital,0.07000000000000028,Female,Urban,46-60,185.73
D42693,12,4.58,303,83411.21,92.63,66.87,Cash,-1.3399999999999999,Male,Semi-Urban,18-25,171.4
D42694,3,4.635,389,36621.34,75.52,59.41,Mixed,1.1800000000000002,Male,Semi-Urban,36-45,160.83
D42695,14,5.35,282,57180.35,95.03,78.89,Mixed,0.41999999999999993,Male,Urban,36-45,185.41
D42696,11,5.205,168,94463.78,91.19,65.37,Digital,-0.3200000000000003,Male,Semi-Urban,26-35,183.94
D42697,7,4.835,158,39347.630000000005,89.07,82.2,Digital,2.0199999999999996,Male,Semi-Urban,18-25,162.72
D42698,15,4.635,88,70788.39,82.0,95.95,Digital,-3.4000000000000004,Female,Urban,36-45,163.78
D42699,11,4.985,350,66370.1,90.44,77.83,Digital,-3.17,Male,Rural,26-35,180.46
D42700,5,4.685,479,40476.78,90.92,94.91,Digital,2.3,Male,Urban,46-60,174.28
